7756	5	1	1
7714	0	0	0
7645	5	1	1
7722	5	1	1
7646	5	1	1
7722	5	1	1
7667	5	1	1
7744	5	1	1
7713	5	1	1
7622	5	1	1
7695	5	1	1
7711	5	1	1
7750	5	1	1
7750	5	1	1
7782	5	1	1
7656	0	0	0
7711	5	1	1
7654	5	1	1
7715	5	1	1
7261	5	1	1
7730	5	1	1
7710	5	1	1
7701	5	1	1
7678	5	1	1
7746	5	1	1
7717	5	1	1
7735	5	1	1
7702	5	1	1
7706	0	0	0
7710	5	1	1
7668	5	1	1
7684	5	1	1
7709	5	1	1
7610	5	1	1
7752	5	1	1
7651	5	1	1
7718	5	1	1
7710	5	1	1
7668	5	1	1
7171	5	1	1
7745	5	1	1
7662	0	0	0
7648	5	1	1
7664	5	1	1
7691	5	1	1
7691	5	1	1
7730	5	1	1
7689	5	1	1
7706	5	1	1
7690	5	1	1
7752	5	1	1
7677	5	1	1
7772	5	1	1
7707	5	1	1
7847	5	1	1
7693	0	0	0
350	4	1	1
0	0	0	0
0	0	1	1
0	0	0	0
3035	1	2	1
4066	0	0	0
7119	6	3	2
8792	4	1	1
10183	4	1	1
11249	5	2	2
10758	9	2	2
10361	5	1	1
12147	4	1	2
14646	9	2	2
9146	14	1	2
7738	5	1	1
7608	5	1	1
7818	5	1	1
7750	0	0	0
7626	5	1	1
7734	5	1	1
7695	5	1	1
7582	5	1	1
7712	5	1	1
7700	5	1	1
7673	5	1	1
7747	5	1	1
7719	5	1	1
7710	5	1	1
7783	5	1	1
7698	5	1	1
7514	0	0	0
7678	4	1	1
7711	4	1	1
7702	4	1	1
7749	4	1	1
7627	4	1	1
7639	4	1	1
7728	4	1	1
7764	4	1	1
7767	4	1	1
7746	4	1	1
7713	4	1	1
7814	4	1	1
7649	4	1	1
7757	4	1	1
7718	0	0	0
7684	4	1	1
7755	4	1	1
7631	4	1	1
7594	4	1	1
7707	4	1	1
7644	4	1	1
7701	4	1	1
7609	4	1	1
7702	4	1	1
7717	4	1	1
7812	4	1	1
7655	4	1	1
7721	0	0	0
7677	4	1	1
7712	4	1	1
7669	4	1	1
7314	4	1	1
7740	4	1	1
7764	4	1	1
7746	4	1	1
7625	4	1	1
7776	4	1	1
7738	4	1	1
7822	4	1	1
7702	4	1	1
7723	4	1	1
7746	0	0	0
7742	4	1	1
7752	4	1	1
7752	4	1	1
7640	4	1	1
7708	4	1	1
7690	4	1	1
7666	4	1	1
7686	4	1	1
5182	3	1	1
0	0	0	0
0	0	1	1
0	0	0	0
439	1	2	1
5015	0	0	0
5230	4	1	1
8502	1	2	1
9296	4	1	1
10824	6	3	3
10938	2	1	1
11170	4	1	1
9170	6	2	3
14889	2	1	1
12724	5	1	2
7729	4	1	1
7660	4	1	1
7709	4	1	1
7667	4	1	1
7722	4	1	1
7735	4	1	1
7638	4	1	1
7786	4	1	1
7759	4	1	1
7788	4	1	1
7824	4	1	1
7835	4	1	1
7651	0	0	0
7680	4	1	1
7647	4	1	1
7704	4	1	1
2396	4	1	1
0	0	0	0
0	0	1	1
0	0	0	0
1	2	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
start=1608387883
